pedido_id;cliente_id;data_pedido;status;valor_total
734919;52021;09/07/2024 02:46;Confirmado;2387
920745;34522;08/10/2024 02:48;Confirmado;2105
818068;61863;10/21/2023 15:14;Confirmado;1435
361372;34777;02/10/2025 03:53;Confirmado;1554
665468;15578;2/19/2024 3:09;Confirmado;3382
229789;63947;10/11/2023 09:36;Pending;3531
739895;52126;12/19/2024 13:31;Confirmado;3716
659213;36097;10/05/2024 14:29;Pending;5508
807574;85278;05/03/2025 23:01;Confirmado;4697
540793;48196;6/28/2025 3:58;Confirmado;3411
914775;48653;2/15/2024 3:41;Confirmado;3538
975065;46136;09/11/2024 19:42;Confirmado;4283
145538;70757;10/21/2024 16:41;CANCELADO;3777
777384;82387;2/28/2025 14:42;Confirmado;2121
797775;62629;4/16/2025 7:23;Pending;1689
919447;78570;10/04/2023 02:45;Confirmado;2941
725768;62629;11/20/2024 20:04;Confirmado;1512
156580;54925;04/05/2024 21:35;Pending;4804
543238;95494;10/29/2023 9:32;Confirmado;2930
873905;41403;5/28/2024 14:42;Confirmado;1424
423207;62802;2/29/2024 22:15;Pending;428
571131;59317;02/06/2025 21:30;CANCELADO;73
506661;27874;07/10/2025 03:18;Confirmado;1250
432138;83129;06/02/2024 23:42;Confirmado;3161
490006;64819;8/31/2023 11:34;CANCELADO;5373
695412;73702;3/25/2025 5:17;Confirmado;5454
491330;82107;2/19/2025 13:36;Pending;311
639370;32152;9/27/2024 22:22;Confirmado;1672
945843;53332;12/16/2024 15:11;CANCELADO;4941
737885;68325;2/18/2024 3:55;Confirmado;6988
815816;78086;02/07/2024 21:17;Confirmado;4647
689622;96694;1/26/2024 2:41;Confirmado;4110
967935;97430;1/30/2025 9:45;Confirmado;966
777783;81354;11/12/2024 04:14;Confirmado;3855
460255;22933;02/06/2025 13:42;Confirmado;2797
757917;34596;9/16/2023 5:23;CANCELADO;1195
562157;23121;12/29/2023 5:07;Pending;907
339791;48196;11/03/2024 07:02;Confirmado;1474
768091;29371;7/16/2024 19:12;Confirmado;4253
586917;18351;05/08/2024 21:38;Confirmado;3688
914254;97055;7/21/2025 19:41;CANCELADO;2207
132518;66805;06/06/2025 12:05;CANCELADO;118
239312;19595;11/04/2024 00:38;Confirmado;5271
723698;43738;12/25/2024 2:42;Confirmado;885
705608;53957;01/02/2025 15:40;Confirmado;2920
410436;87911;10/24/2023 7:20;Confirmado;1992
824315;80542;04/06/2024 21:12;Confirmado;5835
329231;52075;3/18/2024 5:07;CANCELADO;2703
259099;41742;5/26/2025 23:04;Confirmado;2036
891044;92186;02/05/2024 10:10;Confirmado;5496
823406;94009;08/04/2023 21:03;Confirmado;3703
963382;85257;3/30/2025 1:23;CANCELADO;1561
136954;72935;10/30/2023 11:08;Confirmado;1567
243681;91013;12/02/2024 00:55;Pending;3598
330917;33562;08/12/2023 13:28;Confirmado;11123
824550;72746;08/10/2023 12:00;Confirmado;4142
982176;18626;03/09/2025 06:35;Confirmado;2990
460773;12412;3/26/2025 15:46;CANCELADO;3060
738986;15062;08/01/2024 18:43;Confirmado;5091
614504;61776;4/14/2025 23:50;Confirmado;2186
349911;57131;9/22/2024 5:01;Confirmado;826
447819;32907;12/26/2023 11:10;Confirmado;3711
208630;64819;3/22/2025 9:25;Confirmado;8340
526516;71128;4/20/2025 17:35;Confirmado;1777
870318;56080;11/15/2023 7:01;Pending;1279
384397;18543;12/22/2023 23:08;Confirmado;2715
460140;57872;04/03/2025 23:48;CANCELADO;838
259710;59226;10/17/2024 20:38;Confirmado;2978
173457;22792;07/06/2024 20:12;Confirmado;4674
595605;87438;06/07/2025 12:40;CANCELADO;5683
161656;22478;10/11/2024 15:24;CANCELADO;2389
851507;17849;12/25/2024 17:18;Confirmado;3978
464401;45116;9/17/2023 17:48;Confirmado;5659
806097;66424;3/15/2024 16:51;CANCELADO;1024
796055;66471;4/26/2024 19:08;Confirmado;4746
476061;48919;9/21/2024 10:22;CANCELADO;3141
551568;35377;8/24/2024 19:17;CANCELADO;824
911356;89135;05/07/2024 14:40;Pending;3289
421674;85571;12/08/2024 16:04;Confirmado;1322
338829;57438;3/25/2024 9:54;Confirmado;1903
227882;14525;3/19/2024 12:43;Confirmado;4738
864092;23965;03/02/2025 05:12;Confirmado;2941
130753;27207;1/15/2024 12:04;Confirmado;2351
888403;13534;6/27/2025 5:27;CANCELADO;2547
595263;90611;05/02/2025 04:59;Confirmado;1926
971267;37896;10/08/2023 09:20;CANCELADO;4925
476469;27874;5/20/2025 16:05;Confirmado;1827
174237;90258;1/17/2025 15:26;Confirmado;1966
572046;62542;8/21/2023 20:47;Confirmado;4639
799500;79711;02/10/2025 02:22;Confirmado;663
866351;19418;12/26/2023 15:27;Confirmado;1323
636532;36676;04/10/2025 02:52;Pending;3641
985624;82030;9/15/2024 19:14;Confirmado;5845
504234;74880;12/30/2023 22:35;CANCELADO;3561
517675;56080;5/29/2025 9:22;Confirmado;3180
297324;56689;7/21/2024 3:32;Confirmado;3061
943553;21471;11/27/2023 2:18;Confirmado;5353
333946;78201;12/01/2024 06:49;Confirmado;6143
367296;93944;5/20/2024 9:23;Confirmado;5070
632954;67529;12/29/2024 16:32;Confirmado;1145
465668;55162;12/18/2023 19:33;Confirmado;2876
956884;88306;10/19/2024 19:34;Confirmado;3652
264175;67411;3/18/2024 11:43;Confirmado;4276
290985;53894;05/10/2025 14:53;Confirmado;2601
990712;66930;12/08/2024 05:56;Confirmado;2755
733370;53697;11/28/2023 12:02;Confirmado;3378
899120;62545;2/27/2024 5:09;Confirmado;1996
613813;98581;8/24/2024 0:25;Confirmado;2031
520607;31168;7/20/2025 18:37;CANCELADO;3397
182044;36281;11/20/2023 17:27;CANCELADO;4916
528539;95347;5/16/2024 4:27;Confirmado;2499
567426;29000;1/16/2024 1:08;Pending;693
752087;63505;10/11/2024 03:54;Confirmado;2578
251669;15637;10/06/2023 01:10;Confirmado;6956
369269;27787;3/22/2025 10:50;Confirmado;5355
280042;95920;10/25/2023 14:51;Confirmado;5111
224178;66664;5/18/2025 11:25;Confirmado;4440
203164;85540;10/09/2023 07:22;Confirmado;6029
959472;55689;05/04/2025 11:38;Confirmado;5258
568390;10689;10/05/2023 10:52;Confirmado;320
570082;56212;10/11/2023 21:42;Pending;1507
868118;53482;07/08/2025 02:08;Pending;3937
489828;73874;10/23/2024 7:27;Confirmado;5502
554315;50457;12/29/2024 5:03;Confirmado;2495
506904;27304;8/17/2023 0:38;Confirmado;4954
719153;88982;4/14/2025 7:34;Confirmado;5072
386692;86996;10/06/2024 07:10;Pending;6362
724417;31293;7/24/2024 8:12;Confirmado;2152
841731;91108;02/08/2025 11:21;Confirmado;4622
982885;14443;8/16/2023 17:13;Pending;1072
996893;19800;10/02/2024 23:09;Confirmado;5971
352092;23045;5/25/2025 19:46;Confirmado;3561
412338;27481;8/25/2023 7:12;Confirmado;3530
229587;81137;8/25/2023 16:48;Pending;695
289865;81470;05/03/2024 00:33;Confirmado;1112
931033;89785;05/01/2024 09:05;CANCELADO;3993
386257;29589;6/15/2024 1:32;Confirmado;3073
571214;18159;4/30/2025 17:01;CANCELADO;5711
143165;60648;03/04/2025 19:57;Confirmado;4485
809147;62240;06/08/2025 03:42;Confirmado;2872
104571;72317;04/12/2024 08:26;CANCELADO;1623
353374;73075;07/09/2024 14:34;Confirmado;711
703224;56212;10/17/2024 4:15;Confirmado;2734
662686;79437;8/30/2023 12:30;Pending;5492
420637;63451;8/24/2024 10:08;Confirmado;5027
540648;66222;1/13/2024 12:53;Pending;5778
589105;30054;3/27/2024 18:47;Confirmado;3032
269871;19505;11/12/2024 16:32;Pending;5326
427048;58199;02/10/2025 13:38;Confirmado;6871
740606;35177;3/17/2025 7:16;Confirmado;2165
960811;80557;12/05/2024 07:44;Confirmado;1332
341850;79094;8/16/2023 0:55;CANCELADO;6336
836790;44812;11/20/2023 12:52;Confirmado;2735
254518;74416;07/04/2025 02:19;Confirmado;3541
262300;32704;08/07/2024 00:08;Confirmado;3527
947214;31293;5/23/2025 4:31;Confirmado;1386
958385;24732;8/29/2024 20:17;Confirmado;3121
482455;77778;4/17/2024 4:02;Confirmado;2316
120067;89657;02/09/2025 16:17;Confirmado;5057
788509;27294;10/04/2024 22:44;CANCELADO;1795
769000;59660;06/12/2025 06:58;Confirmado;4329
317399;66471;10/05/2024 01:16;Confirmado;349
839485;11119;10/10/2024 04:02;Confirmado;3142
596616;21625;3/18/2024 23:14;Confirmado;4393
960391;56630;6/28/2024 4:57;Confirmado;8185
177942;91135;3/30/2024 0:04;Confirmado;4760
318099;13956;08/10/2024 17:48;Confirmado;4266
917871;90959;3/21/2024 7:04;Pending;484
782459;53294;11/03/2024 11:43;Confirmado;5594
683249;82537;12/05/2023 02:01;Confirmado;1302
550392;95014;2/28/2024 17:57;Confirmado;4555
338344;43592;03/10/2024 03:21;CANCELADO;3640
764879;70525;08/04/2024 02:55;Confirmado;5357
549783;83299;10/31/2023 23:40;Confirmado;5302
804647;19505;07/03/2025 03:43;Confirmado;5033
811129;68959;9/16/2024 14:07;Pending;526
713331;88837;04/07/2025 03:26;Confirmado;5462
517722;27972;08/05/2023 06:57;Pending;4890
811788;22270;8/20/2023 1:35;Pending;1272
189185;60176;12/04/2023 18:25;CANCELADO;1150
850996;53218;6/14/2024 16:16;CANCELADO;6586
689103;22174;9/19/2023 21:11;CANCELADO;2491
253482;15626;8/24/2024 19:12;Confirmado;9095
797289;27190;10/25/2023 9:09;Pending;957
699652;79499;4/30/2025 4:47;Confirmado;2007
358723;13114;05/07/2024 16:44;Confirmado;2556
162738;93762;11/24/2024 4:18;CANCELADO;6267
595346;83030;5/30/2024 2:27;Confirmado;2270
987652;89932;4/29/2024 18:40;Confirmado;2287
141207;53957;5/25/2024 18:50;Confirmado;1772
462283;55948;8/27/2024 23:35;Confirmado;4612
290699;87469;8/30/2023 15:20;Pending;1774
372517;88622;8/26/2023 1:22;Confirmado;2126
760628;80906;11/22/2023 0:39;Pending;7068
656352;31163;04/05/2025 19:16;Confirmado;2128
271067;49968;12/03/2024 11:07;Confirmado;3254
743782;53588;5/14/2025 14:08;CANCELADO;2087
684005;10224;10/28/2023 4:48;Confirmado;4687
293604;80020;9/22/2023 15:04;CANCELADO;260
972613;19323;5/28/2025 10:34;Confirmado;1442
459801;78406;3/15/2025 13:29;Confirmado;7379
279822;36676;11/19/2023 11:31;CANCELADO;3631
727915;97281;2/24/2025 13:30;Pending;2880
818825;60728;01/09/2024 05:11;Confirmado;6036
671232;80708;1/19/2024 14:25;Confirmado;987
479228;43738;5/13/2025 23:36;Confirmado;5162
816977;38818;7/20/2024 1:48;Confirmado;5099
262557;34596;12/06/2023 19:29;CANCELADO;5502
669450;52385;2/27/2025 14:55;CANCELADO;2001
407143;42210;04/11/2025 08:31;Confirmado;2933
593912;84855;07/08/2025 20:51;Confirmado;4559
784040;61885;05/11/2025 03:31;CANCELADO;3581
317917;69481;6/18/2025 11:00;CANCELADO;4617
381662;86790;8/17/2023 8:11;Confirmado;618
429528;94249;7/30/2023 10:17;Confirmado;4763
623097;50424;5/13/2025 8:07;Confirmado;3040
794986;65637;9/24/2023 1:46;Confirmado;1168
650744;73662;10/06/2024 16:35;CANCELADO;2424
206935;70472;4/13/2025 4:21;Confirmado;3702
209119;71757;3/22/2025 19:33;CANCELADO;7740
174608;68027;1/20/2024 21:49;Confirmado;2356
759939;74105;1/22/2024 14:31;Pending;1098
603319;96559;11/05/2024 22:15;CANCELADO;4346
200228;13549;2/28/2024 13:01;Confirmado;5725
736126;44039;02/06/2024 18:05;Confirmado;1701
926998;10197;11/10/2023 17:39;CANCELADO;3703
802953;13128;07/09/2025 13:48;CANCELADO;2313
178002;34960;06/09/2024 14:31;Pending;2080
105339;86604;5/19/2025 22:47;Confirmado;5588
238404;34596;8/31/2024 6:16;Confirmado;3033
883780;56387;5/25/2024 18:30;Confirmado;3933
881637;68413;11/05/2023 14:25;Confirmado;1235
239978;23045;04/02/2025 02:49;CANCELADO;6120
298050;47815;4/22/2025 3:49;Pending;3001
539197;25875;08/10/2024 21:57;Confirmado;6484
269243;14334;02/11/2025 01:04;Confirmado;2307
968485;75928;9/28/2023 12:21;CANCELADO;2828
113891;23588;12/27/2023 0:59;Pending;2612
940514;68365;11/18/2023 14:28;Confirmado;1438
177796;60496;9/17/2024 23:38;Confirmado;6628
549247;32045;07/02/2025 01:24;Confirmado;4923
718176;81592;01/02/2024 15:14;Confirmado;4262
690586;17094;08/10/2024 07:31;Confirmado;4695
335077;30390;09/10/2023 05:53;Confirmado;1859
357269;63578;06/09/2024 20:32;Confirmado;4026
253812;66930;04/11/2024 13:52;Confirmado;2234
567614;91090;12/01/2024 21:49;Confirmado;3605
621459;31163;07/01/2024 15:26;Confirmado;1231
925955;99769;1/16/2024 21:27;Confirmado;1732
242803;30930;1/29/2025 9:45;Pending;3576
437750;53162;06/03/2024 08:41;Confirmado;862
429907;84855;2/27/2024 6:31;Confirmado;960
596091;95028;03/06/2025 12:19;Confirmado;1967
602142;73917;11/12/2023 14:32;Pending;2312
961758;67928;4/16/2025 2:30;Pending;2579
327948;69481;04/09/2024 11:18;Confirmado;2157
804587;11312;02/08/2025 23:54;Pending;3570
895027;36085;5/15/2025 12:59;CANCELADO;684
392335;23863;11/05/2023 21:26;Confirmado;2531
981242;86220;08/09/2024 22:05;Confirmado;1842
256375;72190;1/18/2024 16:18;Confirmado;3118
429327;76403;08/03/2024 14:26;Confirmado;3498
917971;13014;12/19/2024 12:05;CANCELADO;4071
611299;67310;06/09/2024 22:28;Confirmado;4117
220110;34026;08/10/2024 14:12;Pending;2552
231288;47045;4/18/2024 13:37;CANCELADO;3644
514268;58234;5/17/2025 6:19;Confirmado;2387
749508;47519;5/19/2024 13:51;Pending;4645
656450;74521;7/14/2025 20:06;Confirmado;2265
318913;69034;04/02/2025 17:58;CANCELADO;1464
695554;46746;08/09/2024 00:32;Confirmado;4362
321078;60728;8/17/2024 7:28;Pending;2552
769976;88700;07/12/2024 22:25;Confirmado;2215
136276;44192;03/07/2025 12:08;Confirmado;2803
467248;24732;08/03/2023 17:03;Pending;3014
927791;30875;5/13/2025 18:54;Confirmado;3171
834907;68365;02/01/2025 19:24;Confirmado;2755
843312;10287;1/31/2024 13:54;Pending;2992
666427;81592;01/07/2024 03:57;Confirmado;6711
844021;67411;2/22/2024 22:14;Confirmado;5232
711014;19418;6/18/2025 11:47;CANCELADO;655
616276;43382;7/28/2025 21:06;Confirmado;1627
283461;38021;06/12/2024 16:11;CANCELADO;2265
632496;78951;2/20/2024 15:22;CANCELADO;3860
390257;19572;9/25/2023 11:19;Confirmado;5183
803806;23716;08/11/2024 02:49;Confirmado;2494
889397;78767;04/04/2025 22:31;Confirmado;4522
444457;50876;08/09/2024 06:53;Pending;2547
651196;95920;4/14/2024 1:43;Confirmado;3278
992133;37263;6/18/2024 8:33;Confirmado;5265
360558;42210;09/07/2024 08:34;CANCELADO;2074
570933;46746;12/12/2024 23:15;CANCELADO;434
497890;19800;02/10/2024 18:05;Confirmado;3765
160929;26391;10/09/2024 18:42;Confirmado;2806
662471;47991;08/04/2024 10:54;Confirmado;4726
535302;80069;9/28/2024 23:02;Pending;4555
527517;86790;7/27/2025 6:37;Confirmado;6872
684606;90010;4/27/2025 2:36;CANCELADO;2047
295896;95951;7/27/2024 21:13;Confirmado;1035
686714;88738;6/21/2024 16:44;Pending;649
181583;24078;8/18/2024 18:36;CANCELADO;2066
357149;96031;9/13/2024 19:10;Pending;834
188615;56880;04/07/2025 06:11;Confirmado;3843
962059;10521;10/13/2024 11:01;Confirmado;2147
533099;35827;7/24/2025 13:48;Confirmado;1326
600614;41403;11/13/2023 8:36;Confirmado;1062
381319;45435;1/30/2024 19:35;Pending;6546
319842;53957;04/07/2025 13:04;Pending;5270
255132;35476;03/11/2024 04:10;Confirmado;2459
873552;93172;03/06/2025 23:46;Pending;5641
870434;53294;6/14/2025 23:35;Confirmado;1724
104130;69342;3/30/2025 16:04;Confirmado;1985
233602;67790;9/19/2023 21:10;Confirmado;995
482912;89964;5/26/2024 5:25;Confirmado;1729
655532;79711;09/08/2023 01:37;Confirmado;162
532940;20585;4/14/2024 2:58;Confirmado;3836
278751;69481;2/23/2024 22:02;Confirmado;996
137345;10173;10/17/2023 23:43;Confirmado;4205
853675;28042;7/14/2025 10:45;Pending;1603
743301;47938;8/27/2023 14:02;Pending;1298
624731;23559;5/26/2025 21:35;Confirmado;5763
815154;70047;11/10/2023 13:41;Confirmado;2114
234298;61852;02/01/2024 07:40;CANCELADO;7565
289190;96335;05/02/2025 04:09;Confirmado;1716
181689;23045;05/01/2024 10:00;Confirmado;5187
458329;86512;7/18/2025 10:06;Confirmado;3483
715432;70472;4/14/2025 13:07;Confirmado;5955
910333;13195;09/08/2024 21:33;Pending;5073
326376;76143;11/13/2024 16:31;Pending;2969
316265;31722;01/01/2025 13:30;Confirmado;489
710721;10183;01/01/2024 01:17;Confirmado;328
788122;82066;11/16/2023 20:36;Pending;4038
223758;44887;09/05/2023 02:43;Confirmado;6763
854845;13534;4/15/2024 4:20;Confirmado;556
850518;42382;07/10/2025 16:15;Confirmado;3557
721933;80839;2/18/2025 22:42;CANCELADO;553
907104;26751;02/03/2025 13:31;Confirmado;3200
279653;22909;03/12/2024 06:39;Confirmado;3367
361395;24732;11/03/2024 23:40;Confirmado;4932
146913;44192;01/03/2025 10:16;Confirmado;4231
329622;19505;9/24/2023 0:29;Confirmado;7853
724595;88622;01/10/2025 06:16;CANCELADO;1968
528925;80557;12/05/2024 13:41;CANCELADO;2635
602814;68171;3/16/2024 16:57;Confirmado;2595
284153;89497;06/07/2025 09:13;CANCELADO;870
103631;68058;9/20/2023 5:50;Confirmado;1024
836279;36191;11/20/2024 6:37;CANCELADO;1391
340923;94930;11/16/2024 9:20;Confirmado;4332
938910;53957;04/03/2025 23:34;Pending;5056
867193;80557;11/27/2024 8:51;Pending;3863
122301;30323;10/06/2024 12:30;Confirmado;5137
784315;59663;02/05/2025 14:20;CANCELADO;4502
432325;29803;09/05/2023 23:11;CANCELADO;585
871239;33031;6/27/2025 20:45;Pending;2337
833057;94930;1/23/2025 11:55;Pending;654
975090;59660;09/08/2024 16:44;Pending;3298
447583;51537;3/22/2025 4:33;Confirmado;1879
338957;87753;3/30/2025 7:45;Confirmado;7403
608129;43833;06/05/2024 20:36;Confirmado;3144
582345;13534;11/18/2023 1:22;Confirmado;6555
583778;73890;09/08/2023 04:35;CANCELADO;3486
691580;60784;12/12/2023 18:38;Confirmado;1578
502753;30381;06/06/2024 12:57;Confirmado;4092
321128;87265;3/19/2025 19:33;Confirmado;2522
874570;73075;03/09/2024 22:43;Confirmado;6993
126172;22909;5/29/2025 9:58;Confirmado;2230
948990;30398;8/20/2023 0:03;Pending;3922
872571;27741;3/23/2024 7:12;Pending;4798
527714;19191;10/05/2023 20:31;Confirmado;6454
608551;75928;7/24/2024 11:51;Confirmado;5793
723495;27874;03/06/2024 19:49;CANCELADO;370
948277;78456;08/01/2024 01:40;Confirmado;2167
357891;15157;5/20/2025 9:04;Confirmado;2664
391564;51247;11/26/2024 2:31;Confirmado;6431
731085;33272;05/08/2025 16:53;Pending;633
219876;94249;4/27/2024 10:34;Confirmado;3253
382554;56387;12/09/2023 05:42;Confirmado;1937
381922;10200;10/03/2023 03:54;Confirmado;754
848702;78086;04/03/2024 03:14;Confirmado;3061
921722;61585;12/13/2024 3:31;Confirmado;2133
211386;40607;04/03/2024 08:58;CANCELADO;6019
906041;72076;9/28/2024 6:07;Confirmado;3369
865642;48691;1/20/2025 9:34;Confirmado;2313
756278;52075;07/06/2024 08:08;Pending;4467
349344;69034;8/24/2023 1:40;Confirmado;1799
760942;76162;1/19/2024 17:12;Pending;1385
605950;93762;2/23/2024 5:41;Confirmado;1497
522754;62802;07/04/2024 11:20;Confirmado;5496
347562;18172;02/09/2025 14:33;Confirmado;2232
330411;96116;4/26/2024 8:30;Confirmado;5700
984301;36085;5/29/2024 5:02;Confirmado;2540
600357;50044;11/21/2023 23:22;Pending;2220
202173;27436;5/29/2024 20:38;Confirmado;2619
868456;99358;12/24/2024 16:19;CANCELADO;1194
906421;66330;04/10/2025 12:51;Pending;4611
529840;78732;6/17/2025 2:37;Confirmado;5175
594229;98153;5/18/2025 13:06;CANCELADO;2796
658629;95075;3/17/2024 8:45;Confirmado;1291
267813;47371;02/08/2024 02:39;CANCELADO;5560
191147;57858;01/06/2024 11:54;CANCELADO;6340
336147;43592;11/24/2023 11:40;Confirmado;5108
373763;82286;12/04/2024 09:18;CANCELADO;5871
807470;82780;03/12/2025 02:29;Confirmado;4087
860598;12414;05/06/2025 22:40;CANCELADO;156
822495;89052;2/15/2025 14:53;Confirmado;3979
527226;96598;8/31/2024 9:07;CANCELADO;3659
794166;81960;04/07/2025 19:00;Confirmado;1863
231766;72579;02/03/2024 20:13;Pending;4371
351054;62829;07/09/2025 05:16;Pending;915
118866;23559;07/11/2024 05:31;Confirmado;4090
519131;70282;07/07/2025 19:47;Pending;5235
589949;74589;11/18/2023 0:23;Confirmado;4860
686101;76162;3/22/2024 4:12;Pending;1827
771680;74025;4/24/2024 16:05;Pending;5589
691127;45796;04/02/2025 01:36;Confirmado;3990
290377;15157;11/26/2023 16:31;Confirmado;4961
231108;17302;4/25/2025 7:26;Confirmado;3295
259301;34960;11/25/2023 3:24;Confirmado;5680
671702;10780;2/16/2024 18:54;CANCELADO;4435
630599;18159;12/11/2023 11:06;Confirmado;2958
203814;30818;06/05/2025 15:11;Confirmado;2213
666847;32492;7/19/2025 9:22;Confirmado;4257
578029;69342;4/30/2024 13:17;CANCELADO;3493
618328;75659;5/22/2025 2:04;Pending;2535
400787;79354;8/30/2024 7:09;Confirmado;4163
513762;67531;3/30/2025 22:39;Confirmado;4859
231490;77778;04/11/2024 01:24;Confirmado;341
310704;88982;9/22/2024 23:56;Pending;707
884589;84943;7/27/2024 18:14;Confirmado;2234
922861;67529;02/08/2025 01:31;CANCELADO;237
669345;23716;08/09/2023 15:49;Pending;800
524854;88982;09/12/2024 09:07;Confirmado;2533
334642;48188;10/09/2024 18:15;Pending;3409
136430;77201;11/24/2023 12:38;Pending;2248
940243;70987;8/25/2023 11:35;CANCELADO;2512
249072;10183;1/23/2024 11:09;Confirmado;5756
281579;70164;11/16/2024 13:33;CANCELADO;3496
119110;47961;3/18/2024 17:05;CANCELADO;265
999126;39400;08/06/2024 08:13;Pending;693
239260;24078;5/22/2024 9:45;Confirmado;68
367488;99651;10/22/2024 5:15;Confirmado;2312
244803;46433;11/26/2023 14:28;Confirmado;4290
983226;34064;9/18/2024 10:50;Pending;980
921849;64616;08/06/2024 00:32;Pending;3199
415009;10183;11/18/2024 21:19;Confirmado;3020
725858;41993;2/15/2025 23:46;Pending;1460
918608;19245;06/12/2024 05:09;Confirmado;4539
227438;88902;11/14/2023 23:33;Confirmado;2308
743202;34509;6/16/2025 19:49;CANCELADO;2107
430256;79215;4/22/2024 0:58;Confirmado;6442
316103;30323;11/26/2023 18:58;Confirmado;4835
513422;61776;7/25/2024 8:38;Confirmado;3563
479817;29499;3/23/2025 14:36;Confirmado;6122
747772;73038;03/06/2024 08:51;Pending;7434
223699;13031;7/16/2024 14:56;Pending;2694
734609;58268;5/26/2025 23:34;Confirmado;1701
554839;68959;5/15/2024 7:09;Pending;2064
407511;66954;5/30/2025 2:14;Pending;3274
807390;63401;02/02/2025 02:36;Confirmado;6094
630512;60542;4/17/2025 18:28;Confirmado;6066
985349;47578;7/24/2024 2:09;Confirmado;8001
678878;95173;8/31/2024 22:04;Confirmado;1161
139628;39388;5/19/2025 7:11;Confirmado;2629
784856;72176;11/30/2023 0:16;Pending;6328
507792;62945;6/28/2025 20:02;Confirmado;2830
636909;59594;8/24/2024 13:03;Confirmado;1113
536477;17703;3/29/2024 6:47;CANCELADO;4557
177040;67775;8/16/2023 1:15;Pending;1741
271664;60542;5/17/2024 17:14;CANCELADO;4680
232860;63401;8/29/2024 20:45;Confirmado;8371
797841;37072;10/28/2023 23:57;Confirmado;2685
190675;73702;09/09/2023 08:30;CANCELADO;1896
250945;20585;08/04/2024 16:30;CANCELADO;4993
895159;94356;04/02/2025 16:11;CANCELADO;1813
194067;77948;3/30/2025 19:02;CANCELADO;3353
822284;91228;09/09/2024 20:11;Pending;2798
511758;15062;11/29/2023 22:33;Confirmado;4266
286210;73496;6/18/2025 0:05;Confirmado;5789
668504;15157;01/11/2024 06:25;Confirmado;2784
987113;61151;4/30/2025 14:18;CANCELADO;4187
158137;33914;11/17/2023 19:48;Confirmado;2731
850034;89472;11/10/2024 12:06;CANCELADO;3634
209350;59594;2/13/2024 16:05;Confirmado;5340
900174;66062;02/05/2024 00:53;CANCELADO;2496
972758;13346;03/12/2025 19:34;Confirmado;2853
963290;13196;9/19/2024 20:05;Confirmado;5238
878062;48691;11/29/2024 3:46;Confirmado;5569
480617;27959;08/10/2023 14:34;Confirmado;2537
670826;34064;4/18/2024 10:54;Confirmado;2163
516907;34158;07/03/2024 10:25;Confirmado;4618
